class id,filepaths,labels,data set
3,train/BICORNE/032.jpg,BICORNE,train
3,train/BICORNE/033.jpg,BICORNE,train
3,train/BICORNE/034.jpg,BICORNE,train
3,train/BICORNE/035.jpg,BICORNE,train
3,train/BICORNE/036.jpg,BICORNE,train
3,train/BICORNE/037.jpg,BICORNE,train
3,train/BICORNE/038.jpg,BICORNE,train
3,train/BICORNE/039.jpg,BICORNE,train
3,train/BICORNE/040.jpg,BICORNE,train
3,train/BICORNE/041.jpg,BICORNE,train
3,train/BICORNE/042.jpg,BICORNE,train
3,train/BICORNE/043.jpg,BICORNE,train
3,train/BICORNE/044.jpg,BICORNE,train
3,train/BICORNE/045.jpg,BICORNE,train
3,train/BICORNE/046.jpg,BICORNE,train
3,train/BICORNE/047.jpg,BICORNE,train
3,train/BICORNE/048.jpg,BICORNE,train
3,train/BICORNE/049.jpg,BICORNE,train
3,train/BICORNE/050.jpg,BICORNE,train
3,train/BICORNE/051.jpg,BICORNE,train
3,train/BICORNE/052.jpg,BICORNE,train
3,train/BICORNE/053.jpg,BICORNE,train
3,train/BICORNE/054.jpg,BICORNE,train
3,train/BICORNE/055.jpg,BICORNE,train
3,train/BICORNE/056.jpg,BICORNE,train
3,train/BICORNE/057.jpg,BICORNE,train
3,train/BICORNE/058.jpg,BICORNE,train
3,train/BICORNE/059.jpg,BICORNE,train
3,train/BICORNE/060.jpg,BICORNE,train
3,train/BICORNE/061.jpg,BICORNE,train
3,train/BICORNE/062.jpg,BICORNE,train
3,train/BICORNE/063.jpg,BICORNE,train
3,train/BICORNE/064.jpg,BICORNE,train
3,train/BICORNE/065.jpg,BICORNE,train
3,train/BICORNE/066.jpg,BICORNE,train
3,train/BICORNE/067.jpg,BICORNE,train
3,train/BICORNE/068.jpg,BICORNE,train
3,train/BICORNE/069.jpg,BICORNE,train
3,train/BICORNE/070.jpg,BICORNE,train
3,train/BICORNE/071.jpg,BICORNE,train
3,train/BICORNE/072.jpg,BICORNE,train
3,train/BICORNE/073.jpg,BICORNE,train
3,train/BICORNE/074.jpg,BICORNE,train
3,train/BICORNE/075.jpg,BICORNE,train
3,train/BICORNE/076.jpg,BICORNE,train
3,train/BICORNE/077.jpg,BICORNE,train
3,train/BICORNE/078.jpg,BICORNE,train
3,train/BICORNE/079.jpg,BICORNE,train
3,train/BICORNE/080.jpg,BICORNE,train
3,train/BICORNE/081.jpg,BICORNE,train
3,train/BICORNE/082.jpg,BICORNE,train
3,train/BICORNE/083.jpg,BICORNE,train
3,train/BICORNE/084.jpg,BICORNE,train
3,train/BICORNE/085.jpg,BICORNE,train
3,train/BICORNE/086.jpg,BICORNE,train
3,train/BICORNE/087.jpg,BICORNE,train
3,train/BICORNE/088.jpg,BICORNE,train
3,train/BICORNE/089.jpg,BICORNE,train
3,train/BICORNE/090.jpg,BICORNE,train
3,train/BICORNE/091.jpg,BICORNE,train
3,train/BICORNE/092.jpg,BICORNE,train
3,train/BICORNE/093.jpg,BICORNE,train
3,train/BICORNE/094.jpg,BICORNE,train
3,train/BICORNE/095.jpg,BICORNE,train
3,train/BICORNE/096.jpg,BICORNE,train
3,train/BICORNE/097.jpg,BICORNE,train
3,train/BICORNE/098.jpg,BICORNE,train
3,train/BICORNE/099.jpg,BICORNE,train
3,train/BICORNE/100.jpg,BICORNE,train
3,train/BICORNE/101.jpg,BICORNE,train
3,train/BICORNE/102.jpg,BICORNE,train
3,train/BICORNE/103.jpg,BICORNE,train
3,train/BICORNE/104.jpg,BICORNE,train
3,train/BICORNE/105.jpg,BICORNE,train
3,train/BICORNE/106.jpg,BICORNE,train
3,train/BICORNE/107.jpg,BICORNE,train
3,train/BICORNE/108.jpg,BICORNE,train
3,train/BICORNE/109.jpg,BICORNE,train
3,train/BICORNE/110.jpg,BICORNE,train
3,train/BICORNE/111.jpg,BICORNE,train
3,train/BICORNE/112.jpg,BICORNE,train
3,train/BICORNE/113.jpg,BICORNE,train
3,train/BICORNE/114.jpg,BICORNE,train
3,train/BICORNE/115.jpg,BICORNE,train
3,train/BICORNE/116.jpg,BICORNE,train
3,train/BICORNE/117.jpg,BICORNE,train
3,train/BICORNE/118.jpg,BICORNE,train
3,train/BICORNE/119.jpg,BICORNE,train
3,train/BICORNE/120.jpg,BICORNE,train
3,train/BICORNE/121.jpg,BICORNE,train
3,train/BICORNE/122.jpg,BICORNE,train
3,train/BICORNE/123.jpg,BICORNE,train
3,train/BICORNE/124.jpg,BICORNE,train
3,train/BICORNE/125.jpg,BICORNE,train
3,train/BICORNE/126.jpg,BICORNE,train
3,train/BICORNE/127.jpg,BICORNE,train
3,train/BICORNE/128.jpg,BICORNE,train
3,train/BICORNE/129.jpg,BICORNE,train
3,train/BICORNE/130.jpg,BICORNE,train
3,train/BICORNE/131.jpg,BICORNE,train
3,train/BICORNE/132.jpg,BICORNE,train
3,train/BICORNE/133.jpg,BICORNE,train
3,train/BICORNE/134.jpg,BICORNE,train
3,train/BICORNE/135.jpg,BICORNE,train
3,train/BICORNE/136.jpg,BICORNE,train
3,train/BICORNE/137.jpg,BICORNE,train
3,train/BICORNE/138.jpg,BICORNE,train
3,train/BICORNE/139.jpg,BICORNE,train
3,train/BICORNE/140.jpg,BICORNE,train
3,train/BICORNE/141.jpg,BICORNE,train
3,train/BICORNE/142.jpg,BICORNE,train
3,train/BICORNE/143.jpg,BICORNE,train
3,train/BICORNE/144.jpg,BICORNE,train
3,train/BICORNE/145.jpg,BICORNE,train
3,train/BICORNE/146.jpg,BICORNE,train
3,train/BICORNE/147.jpg,BICORNE,train
3,train/BICORNE/148.jpg,BICORNE,train
3,train/BICORNE/149.jpg,BICORNE,train
3,train/BICORNE/150.jpg,BICORNE,train
3,train/BICORNE/151.jpg,BICORNE,train
3,train/BICORNE/152.jpg,BICORNE,train
3,train/BICORNE/153.jpg,BICORNE,train
3,train/BICORNE/154.jpg,BICORNE,train
3,train/BICORNE/155.jpg,BICORNE,train
3,train/BICORNE/156.jpg,BICORNE,train
3,train/BICORNE/157.jpg,BICORNE,train
3,train/BICORNE/158.jpg,BICORNE,train
3,train/BICORNE/159.jpg,BICORNE,train
3,train/BICORNE/160.jpg,BICORNE,train
3,train/BICORNE/161.jpg,BICORNE,train
3,train/BICORNE/162.jpg,BICORNE,train
3,train/BICORNE/163.jpg,BICORNE,train
3,train/BICORNE/164.jpg,BICORNE,train
3,train/BICORNE/165.jpg,BICORNE,train
3,train/BICORNE/166.jpg,BICORNE,train
3,train/BICORNE/167.jpg,BICORNE,train
3,train/BICORNE/168.jpg,BICORNE,train
3,train/BICORNE/169.jpg,BICORNE,train
3,train/BICORNE/170.jpg,BICORNE,train
3,train/BICORNE/171.jpg,BICORNE,train
3,train/BICORNE/172.jpg,BICORNE,train
3,train/BICORNE/173.jpg,BICORNE,train
3,train/BICORNE/174.jpg,BICORNE,train
3,train/BICORNE/175.jpg,BICORNE,train
3,train/BICORNE/176.jpg,BICORNE,train
3,train/BICORNE/177.jpg,BICORNE,train
3,train/BICORNE/178.jpg,BICORNE,train
3,train/BICORNE/179.jpg,BICORNE,train
3,train/BICORNE/180.jpg,BICORNE,train
3,train/BICORNE/181.jpg,BICORNE,train
3,train/BICORNE/182.jpg,BICORNE,train
3,train/BICORNE/183.jpg,BICORNE,train
3,train/BICORNE/184.jpg,BICORNE,train
3,train/BICORNE/185.jpg,BICORNE,train
3,train/BICORNE/186.jpg,BICORNE,train
3,train/BICORNE/187.jpg,BICORNE,train
3,train/BICORNE/188.jpg,BICORNE,train
4,train/BOATER/001.jpg,BOATER,train
4,train/BOATER/002.jpg,BOATER,train
4,train/BOATER/003.jpg,BOATER,train
4,train/BOATER/004.jpg,BOATER,train
4,train/BOATER/005.jpg,BOATER,train
4,train/BOATER/006.jpg,BOATER,train
4,train/BOATER/007.jpg,BOATER,train
4,train/BOATER/008.jpg,BOATER,train
4,train/BOATER/009.jpg,BOATER,train
4,train/BOATER/010.jpg,BOATER,train
4,train/BOATER/011.jpg,BOATER,train
4,train/BOATER/012.jpg,BOATER,train
4,train/BOATER/013.jpg,BOATER,train
4,train/BOATER/014.jpg,BOATER,train
4,train/BOATER/015.jpg,BOATER,train
4,train/BOATER/016.jpg,BOATER,train
4,train/BOATER/017.jpg,BOATER,train
4,train/BOATER/018.jpg,BOATER,train
4,train/BOATER/019.jpg,BOATER,train
4,train/BOATER/020.jpg,BOATER,train
4,train/BOATER/021.jpg,BOATER,train
4,train/BOATER/022.jpg,BOATER,train
4,train/BOATER/023.jpg,BOATER,train
4,train/BOATER/024.jpg,BOATER,train
4,train/BOATER/025.jpg,BOATER,train
4,train/BOATER/026.jpg,BOATER,train
4,train/BOATER/027.jpg,BOATER,train
4,train/BOATER/028.jpg,BOATER,train
4,train/BOATER/029.jpg,BOATER,train
4,train/BOATER/030.jpg,BOATER,train
4,train/BOATER/031.jpg,BOATER,train
4,train/BOATER/032.jpg,BOATER,train
4,train/BOATER/033.jpg,BOATER,train
4,train/BOATER/034.jpg,BOATER,train
4,train/BOATER/035.jpg,BOATER,train
4,train/BOATER/036.jpg,BOATER,train
4,train/BOATER/037.jpg,BOATER,train
4,train/BOATER/038.jpg,BOATER,train
4,train/BOATER/039.jpg,BOATER,train
4,train/BOATER/040.jpg,BOATER,train
4,train/BOATER/041.jpg,BOATER,train
4,train/BOATER/042.jpg,BOATER,train
4,train/BOATER/043.jpg,BOATER,train
4,train/BOATER/044.jpg,BOATER,train
4,train/BOATER/045.jpg,BOATER,train
4,train/BOATER/046.jpg,BOATER,train
4,train/BOATER/047.jpg,BOATER,train
4,train/BOATER/048.jpg,BOATER,train
4,train/BOATER/049.jpg,BOATER,train
4,train/BOATER/050.jpg,BOATER,train
4,train/BOATER/051.jpg,BOATER,train
4,train/BOATER/052.jpg,BOATER,train
4,train/BOATER/053.jpg,BOATER,train
4,train/BOATER/054.jpg,BOATER,train
4,train/BOATER/055.jpg,BOATER,train
4,train/BOATER/056.jpg,BOATER,train
4,train/BOATER/057.jpg,BOATER,train
4,train/BOATER/058.jpg,BOATER,train
4,train/BOATER/059.jpg,BOATER,train
4,train/BOATER/060.jpg,BOATER,train
4,train/BOATER/061.jpg,BOATER,train
4,train/BOATER/062.jpg,BOATER,train
4,train/BOATER/063.jpg,BOATER,train
4,train/BOATER/064.jpg,BOATER,train
4,train/BOATER/065.jpg,BOATER,train
4,train/BOATER/066.jpg,BOATER,train
4,train/BOATER/067.jpg,BOATER,train
4,train/BOATER/068.jpg,BOATER,train
4,train/BOATER/069.jpg,BOATER,train
4,train/BOATER/070.jpg,BOATER,train
4,train/BOATER/071.jpg,BOATER,train
4,train/BOATER/072.jpg,BOATER,train
4,train/BOATER/073.jpg,BOATER,train
4,train/BOATER/074.jpg,BOATER,train
4,train/BOATER/075.jpg,BOATER,train
4,train/BOATER/076.jpg,BOATER,train
4,train/BOATER/077.jpg,BOATER,train
4,train/BOATER/078.jpg,BOATER,train
4,train/BOATER/079.jpg,BOATER,train
4,train/BOATER/080.jpg,BOATER,train
4,train/BOATER/081.jpg,BOATER,train
4,train/BOATER/082.jpg,BOATER,train
4,train/BOATER/083.jpg,BOATER,train
4,train/BOATER/084.jpg,BOATER,train
4,train/BOATER/085.jpg,BOATER,train
4,train/BOATER/086.jpg,BOATER,train
4,train/BOATER/087.jpg,BOATER,train
4,train/BOATER/088.jpg,BOATER,train
4,train/BOATER/089.jpg,BOATER,train
4,train/BOATER/090.jpg,BOATER,train
4,train/BOATER/091.jpg,BOATER,train
4,train/BOATER/092.jpg,BOATER,train
4,train/BOATER/093.jpg,BOATER,train
4,train/BOATER/094.jpg,BOATER,train
4,train/BOATER/095.jpg,BOATER,train
4,train/BOATER/096.jpg,BOATER,train
4,train/BOATER/097.jpg,BOATER,train
4,train/BOATER/098.jpg,BOATER,train
4,train/BOATER/099.jpg,BOATER,train
4,train/BOATER/100.jpg,BOATER,train
4,train/BOATER/101.jpg,BOATER,train
4,train/BOATER/102.jpg,BOATER,train
4,train/BOATER/103.jpg,BOATER,train
4,train/BOATER/104.jpg,BOATER,train
4,train/BOATER/105.jpg,BOATER,train
4,train/BOATER/106.jpg,BOATER,train
4,train/BOATER/107.jpg,BOATER,train
4,train/BOATER/108.jpg,BOATER,train
4,train/BOATER/109.jpg,BOATER,train
4,train/BOATER/110.jpg,BOATER,train
4,train/BOATER/111.jpg,BOATER,train
4,train/BOATER/112.jpg,BOATER,train
4,train/BOATER/113.jpg,BOATER,train
4,train/BOATER/114.jpg,BOATER,train
4,train/BOATER/115.jpg,BOATER,train
4,train/BOATER/116.jpg,BOATER,train
4,train/BOATER/117.jpg,BOATER,train
4,train/BOATER/118.jpg,BOATER,train
4,train/BOATER/119.jpg,BOATER,train
4,train/BOATER/120.jpg,BOATER,train
4,train/BOATER/121.jpg,BOATER,train
4,train/BOATER/122.jpg,BOATER,train
4,train/BOATER/123.jpg,BOATER,train
4,train/BOATER/124.jpg,BOATER,train
4,train/BOATER/125.jpg,BOATER,train
4,train/BOATER/126.jpg,BOATER,train
4,train/BOATER/127.jpg,BOATER,train
4,train/BOATER/128.jpg,BOATER,train
4,train/BOATER/129.jpg,BOATER,train
4,train/BOATER/130.jpg,BOATER,train
4,train/BOATER/131.jpg,BOATER,train
4,train/BOATER/132.jpg,BOATER,train
4,train/BOATER/133.jpg,BOATER,train
4,train/BOATER/134.jpg,BOATER,train
4,train/BOATER/135.jpg,BOATER,train
4,train/BOATER/136.jpg,BOATER,train
4,train/BOATER/137.jpg,BOATER,train
4,train/BOATER/138.jpg,BOATER,train
4,train/BOATER/139.jpg,BOATER,train
4,train/BOATER/140.jpg,BOATER,train
4,train/BOATER/141.jpg,BOATER,train
4,train/BOATER/142.jpg,BOATER,train
4,train/BOATER/143.jpg,BOATER,train
4,train/BOATER/144.jpg,BOATER,train
4,train/BOATER/145.jpg,BOATER,train
4,train/BOATER/146.jpg,BOATER,train
4,train/BOATER/147.jpg,BOATER,train
4,train/BOATER/148.jpg,BOATER,train
4,train/BOATER/149.jpg,BOATER,train
4,train/BOATER/150.jpg,BOATER,train
4,train/BOATER/151.jpg,BOATER,train
4,train/BOATER/152.jpg,BOATER,train
4,train/BOATER/153.jpg,BOATER,train
4,train/BOATER/154.jpg,BOATER,train
4,train/BOATER/155.jpg,BOATER,train
4,train/BOATER/156.jpg,BOATER,train
4,train/BOATER/157.jpg,BOATER,train
4,train/BOATER/158.jpg,BOATER,train
4,train/BOATER/159.jpg,BOATER,train
4,train/BOATER/160.jpg,BOATER,train
4,train/BOATER/161.jpg,BOATER,train
4,train/BOATER/162.jpg,BOATER,train
4,train/BOATER/163.jpg,BOATER,train
4,train/BOATER/164.jpg,BOATER,train
4,train/BOATER/165.jpg,BOATER,train
4,train/BOATER/166.jpg,BOATER,train
4,train/BOATER/167.jpg,BOATER,train
4,train/BOATER/168.jpg,BOATER,train
4,train/BOATER/169.jpg,BOATER,train
4,train/BOATER/170.jpg,BOATER,train
4,train/BOATER/171.jpg,BOATER,train
4,train/BOATER/172.jpg,BOATER,train
5,train/BOWLER/001.jpg,BOWLER,train
5,train/BOWLER/002.jpg,BOWLER,train
5,train/BOWLER/003.jpg,BOWLER,train
5,train/BOWLER/004.jpg,BOWLER,train
5,train/BOWLER/005.jpg,BOWLER,train
5,train/BOWLER/006.jpg,BOWLER,train
5,train/BOWLER/007.jpg,BOWLER,train
5,train/BOWLER/008.jpg,BOWLER,train
5,train/BOWLER/009.jpg,BOWLER,train
5,train/BOWLER/010.jpg,BOWLER,train
5,train/BOWLER/011.jpg,BOWLER,train
5,train/BOWLER/012.jpg,BOWLER,train
5,train/BOWLER/013.jpg,BOWLER,train
5,train/BOWLER/014.jpg,BOWLER,train
5,train/BOWLER/015.jpg,BOWLER,train
5,train/BOWLER/016.jpg,BOWLER,train
5,train/BOWLER/017.jpg,BOWLER,train
5,train/BOWLER/018.jpg,BOWLER,train
5,train/BOWLER/019.jpg,BOWLER,train
5,train/BOWLER/020.jpg,BOWLER,train
5,train/BOWLER/021.jpg,BOWLER,train
5,train/BOWLER/022.jpg,BOWLER,train
5,train/BOWLER/023.jpg,BOWLER,train
5,train/BOWLER/024.jpg,BOWLER,train
5,train/BOWLER/025.jpg,BOWLER,train
5,train/BOWLER/026.jpg,BOWLER,train
5,train/BOWLER/027.jpg,BOWLER,train
5,train/BOWLER/028.jpg,BOWLER,train
5,train/BOWLER/029.jpg,BOWLER,train
5,train/BOWLER/030.jpg,BOWLER,train
5,train/BOWLER/031.jpg,BOWLER,train
5,train/BOWLER/032.jpg,BOWLER,train
5,train/BOWLER/033.jpg,BOWLER,train
5,train/BOWLER/034.jpg,BOWLER,train
5,train/BOWLER/035.jpg,BOWLER,train
5,train/BOWLER/036.jpg,BOWLER,train
5,train/BOWLER/037.jpg,BOWLER,train
5,train/BOWLER/038.jpg,BOWLER,train
5,train/BOWLER/039.jpg,BOWLER,train
5,train/BOWLER/040.jpg,BOWLER,train
5,train/BOWLER/041.jpg,BOWLER,train
5,train/BOWLER/042.jpg,BOWLER,train
5,train/BOWLER/043.jpg,BOWLER,train
5,train/BOWLER/044.jpg,BOWLER,train
5,train/BOWLER/045.jpg,BOWLER,train
5,train/BOWLER/046.jpg,BOWLER,train
5,train/BOWLER/047.jpg,BOWLER,train
5,train/BOWLER/048.jpg,BOWLER,train
5,train/BOWLER/049.jpg,BOWLER,train
5,train/BOWLER/050.jpg,BOWLER,train
5,train/BOWLER/051.jpg,BOWLER,train
5,train/BOWLER/052.jpg,BOWLER,train
5,train/BOWLER/053.jpg,BOWLER,train
5,train/BOWLER/054.jpg,BOWLER,train
5,train/BOWLER/055.jpg,BOWLER,train
5,train/BOWLER/056.jpg,BOWLER,train
5,train/BOWLER/057.jpg,BOWLER,train
5,train/BOWLER/058.jpg,BOWLER,train
5,train/BOWLER/059.jpg,BOWLER,train
5,train/BOWLER/060.jpg,BOWLER,train
5,train/BOWLER/061.jpg,BOWLER,train
5,train/BOWLER/062.jpg,BOWLER,train
5,train/BOWLER/063.jpg,BOWLER,train
5,train/BOWLER/064.jpg,BOWLER,train
5,train/BOWLER/065.jpg,BOWLER,train
5,train/BOWLER/066.jpg,BOWLER,train
5,train/BOWLER/067.jpg,BOWLER,train
5,train/BOWLER/068.jpg,BOWLER,train
5,train/BOWLER/069.jpg,BOWLER,train
5,train/BOWLER/070.jpg,BOWLER,train
5,train/BOWLER/071.jpg,BOWLER,train
5,train/BOWLER/072.jpg,BOWLER,train
5,train/BOWLER/073.jpg,BOWLER,train
5,train/BOWLER/074.jpg,BOWLER,train
5,train/BOWLER/075.jpg,BOWLER,train
5,train/BOWLER/076.jpg,BOWLER,train
5,train/BOWLER/077.jpg,BOWLER,train
5,train/BOWLER/078.jpg,BOWLER,train
5,train/BOWLER/079.jpg,BOWLER,train
5,train/BOWLER/080.jpg,BOWLER,train
5,train/BOWLER/081.jpg,BOWLER,train
5,train/BOWLER/082.jpg,BOWLER,train
5,train/BOWLER/083.jpg,BOWLER,train
5,train/BOWLER/084.jpg,BOWLER,train
5,train/BOWLER/085.jpg,BOWLER,train
5,train/BOWLER/086.jpg,BOWLER,train
5,train/BOWLER/087.jpg,BOWLER,train
5,train/BOWLER/088.jpg,BOWLER,train
5,train/BOWLER/089.jpg,BOWLER,train
5,train/BOWLER/090.jpg,BOWLER,train
5,train/BOWLER/091.jpg,BOWLER,train
5,train/BOWLER/092.jpg,BOWLER,train
5,train/BOWLER/093.jpg,BOWLER,train
5,train/BOWLER/094.jpg,BOWLER,train
5,train/BOWLER/095.jpg,BOWLER,train
5,train/BOWLER/096.jpg,BOWLER,train
5,train/BOWLER/097.jpg,BOWLER,train
5,train/BOWLER/098.jpg,BOWLER,train
5,train/BOWLER/099.jpg,BOWLER,train
5,train/BOWLER/100.jpg,BOWLER,train
5,train/BOWLER/101.jpg,BOWLER,train
5,train/BOWLER/102.jpg,BOWLER,train
5,train/BOWLER/103.jpg,BOWLER,train
5,train/BOWLER/104.jpg,BOWLER,train
5,train/BOWLER/105.jpg,BOWLER,train
5,train/BOWLER/106.jpg,BOWLER,train
5,train/BOWLER/107.jpg,BOWLER,train
5,train/BOWLER/108.jpg,BOWLER,train
5,train/BOWLER/109.jpg,BOWLER,train
5,train/BOWLER/110.jpg,BOWLER,train
5,train/BOWLER/111.jpg,BOWLER,train
5,train/BOWLER/112.jpg,BOWLER,train
5,train/BOWLER/113.jpg,BOWLER,train
5,train/BOWLER/114.jpg,BOWLER,train
5,train/BOWLER/115.jpg,BOWLER,train
5,train/BOWLER/116.jpg,BOWLER,train
5,train/BOWLER/117.jpg,BOWLER,train
5,train/BOWLER/118.jpg,BOWLER,train
5,train/BOWLER/119.jpg,BOWLER,train
5,train/BOWLER/120.jpg,BOWLER,train
5,train/BOWLER/121.jpg,BOWLER,train
5,train/BOWLER/122.jpg,BOWLER,train
5,train/BOWLER/123.jpg,BOWLER,train
5,train/BOWLER/124.jpg,BOWLER,train
5,train/BOWLER/125.jpg,BOWLER,train
5,train/BOWLER/126.jpg,BOWLER,train
5,train/BOWLER/127.jpg,BOWLER,train
5,train/BOWLER/128.jpg,BOWLER,train
5,train/BOWLER/129.jpg,BOWLER,train
5,train/BOWLER/130.jpg,BOWLER,train
5,train/BOWLER/131.jpg,BOWLER,train
5,train/BOWLER/132.jpg,BOWLER,train
5,train/BOWLER/133.jpg,BOWLER,train
5,train/BOWLER/134.jpg,BOWLER,train
5,train/BOWLER/135.jpg,BOWLER,train
5,train/BOWLER/136.jpg,BOWLER,train
5,train/BOWLER/137.jpg,BOWLER,train
5,train/BOWLER/138.jpg,BOWLER,train
5,train/BOWLER/139.jpg,BOWLER,train
5,train/BOWLER/140.jpg,BOWLER,train
5,train/BOWLER/141.jpg,BOWLER,train
5,train/BOWLER/142.jpg,BOWLER,train
5,train/BOWLER/143.jpg,BOWLER,train
5,train/BOWLER/144.jpg,BOWLER,train
5,train/BOWLER/145.jpg,BOWLER,train
5,train/BOWLER/146.jpg,BOWLER,train
5,train/BOWLER/147.jpg,BOWLER,train
5,train/BOWLER/148.jpg,BOWLER,train
5,train/BOWLER/149.jpg,BOWLER,train
6,train/DEERSTALKER/001.jpg,DEERSTALKER,train
6,train/DEERSTALKER/002.jpg,DEERSTALKER,train
6,train/DEERSTALKER/003.jpg,DEERSTALKER,train
6,train/DEERSTALKER/004.jpg,DEERSTALKER,train
6,train/DEERSTALKER/005.jpg,DEERSTALKER,train
6,train/DEERSTALKER/006.jpg,DEERSTALKER,train
6,train/DEERSTALKER/007.jpg,DEERSTALKER,train
6,train/DEERSTALKER/008.jpg,DEERSTALKER,train
6,train/DEERSTALKER/009.jpg,DEERSTALKER,train
6,train/DEERSTALKER/010.jpg,DEERSTALKER,train
6,train/DEERSTALKER/011.jpg,DEERSTALKER,train
6,train/DEERSTALKER/012.jpg,DEERSTALKER,train
6,train/DEERSTALKER/013.jpg,DEERSTALKER,train
6,train/DEERSTALKER/014.jpg,DEERSTALKER,train
6,train/DEERSTALKER/015.jpg,DEERSTALKER,train
6,train/DEERSTALKER/016.jpg,DEERSTALKER,train
6,train/DEERSTALKER/017.jpg,DEERSTALKER,train
6,train/DEERSTALKER/018.jpg,DEERSTALKER,train
6,train/DEERSTALKER/019.jpg,DEERSTALKER,train
6,train/DEERSTALKER/020.jpg,DEERSTALKER,train
6,train/DEERSTALKER/021.jpg,DEERSTALKER,train
6,train/DEERSTALKER/022.jpg,DEERSTALKER,train
6,train/DEERSTALKER/023.jpg,DEERSTALKER,train
6,train/DEERSTALKER/024.jpg,DEERSTALKER,train
6,train/DEERSTALKER/025.jpg,DEERSTALKER,train
6,train/DEERSTALKER/026.jpg,DEERSTALKER,train
6,train/DEERSTALKER/027.jpg,DEERSTALKER,train
6,train/DEERSTALKER/028.jpg,DEERSTALKER,train
6,train/DEERSTALKER/029.jpg,DEERSTALKER,train
6,train/DEERSTALKER/030.jpg,DEERSTALKER,train
6,train/DEERSTALKER/031.jpg,DEERSTALKER,train
6,train/DEERSTALKER/032.jpg,DEERSTALKER,train
6,train/DEERSTALKER/033.jpg,DEERSTALKER,train
6,train/DEERSTALKER/034.jpg,DEERSTALKER,train
6,train/DEERSTALKER/035.jpg,DEERSTALKER,train
6,train/DEERSTALKER/036.jpg,DEERSTALKER,train
6,train/DEERSTALKER/037.jpg,DEERSTALKER,train
6,train/DEERSTALKER/038.jpg,DEERSTALKER,train
6,train/DEERSTALKER/039.jpg,DEERSTALKER,train
6,train/DEERSTALKER/040.jpg,DEERSTALKER,train
6,train/DEERSTALKER/041.jpg,DEERSTALKER,train
6,train/DEERSTALKER/042.jpg,DEERSTALKER,train
6,train/DEERSTALKER/043.jpg,DEERSTALKER,train
6,train/DEERSTALKER/044.jpg,DEERSTALKER,train
6,train/DEERSTALKER/045.jpg,DEERSTALKER,train
6,train/DEERSTALKER/046.jpg,DEERSTALKER,train
6,train/DEERSTALKER/047.jpg,DEERSTALKER,train
6,train/DEERSTALKER/048.jpg,DEERSTALKER,train
6,train/DEERSTALKER/049.jpg,DEERSTALKER,train
6,train/DEERSTALKER/050.jpg,DEERSTALKER,train
6,train/DEERSTALKER/051.jpg,DEERSTALKER,train
6,train/DEERSTALKER/052.jpg,DEERSTALKER,train
6,train/DEERSTALKER/053.jpg,DEERSTALKER,train
6,train/DEERSTALKER/054.jpg,DEERSTALKER,train
6,train/DEERSTALKER/055.jpg,DEERSTALKER,train
6,train/DEERSTALKER/056.jpg,DEERSTALKER,train
6,train/DEERSTALKER/057.jpg,DEERSTALKER,train
6,train/DEERSTALKER/058.jpg,DEERSTALKER,train
6,train/DEERSTALKER/059.jpg,DEERSTALKER,train
6,train/DEERSTALKER/060.jpg,DEERSTALKER,train
6,train/DEERSTALKER/061.jpg,DEERSTALKER,train
6,train/DEERSTALKER/062.jpg,DEERSTALKER,train
6,train/DEERSTALKER/063.jpg,DEERSTALKER,train
6,train/DEERSTALKER/064.jpg,DEERSTALKER,train
6,train/DEERSTALKER/065.jpg,DEERSTALKER,train
6,train/DEERSTALKER/066.jpg,DEERSTALKER,train
6,train/DEERSTALKER/067.jpg,DEERSTALKER,train
6,train/DEERSTALKER/068.jpg,DEERSTALKER,train
6,train/DEERSTALKER/069.jpg,DEERSTALKER,train
6,train/DEERSTALKER/070.jpg,DEERSTALKER,train
6,train/DEERSTALKER/071.jpg,DEERSTALKER,train
6,train/DEERSTALKER/072.jpg,DEERSTALKER,train
6,train/DEERSTALKER/073.jpg,DEERSTALKER,train
6,train/DEERSTALKER/074.jpg,DEERSTALKER,train
6,train/DEERSTALKER/075.jpg,DEERSTALKER,train
6,train/DEERSTALKER/076.jpg,DEERSTALKER,train
6,train/DEERSTALKER/077.jpg,DEERSTALKER,train
6,train/DEERSTALKER/078.jpg,DEERSTALKER,train
6,train/DEERSTALKER/079.jpg,DEERSTALKER,train
6,train/DEERSTALKER/080.jpg,DEERSTALKER,train
6,train/DEERSTALKER/081.jpg,DEERSTALKER,train
6,train/DEERSTALKER/082.jpg,DEERSTALKER,train
6,train/DEERSTALKER/083.jpg,DEERSTALKER,train
6,train/DEERSTALKER/084.jpg,DEERSTALKER,train
6,train/DEERSTALKER/085.jpg,DEERSTALKER,train
6,train/DEERSTALKER/086.jpg,DEERSTALKER,train
6,train/DEERSTALKER/087.jpg,DEERSTALKER,train
6,train/DEERSTALKER/088.jpg,DEERSTALKER,train
6,train/DEERSTALKER/089.jpg,DEERSTALKER,train
6,train/DEERSTALKER/090.jpg,DEERSTALKER,train
6,train/DEERSTALKER/091.jpg,DEERSTALKER,train
6,train/DEERSTALKER/092.jpg,DEERSTALKER,train
6,train/DEERSTALKER/093.jpg,DEERSTALKER,train
6,train/DEERSTALKER/094.jpg,DEERSTALKER,train
6,train/DEERSTALKER/095.jpg,DEERSTALKER,train
